"0","#Check which column has NA values in the dataframe"
"0",""
"0","# Load the dplyr package"
"0","library(dplyr)"
"0",""
"0","# Count the number of missing values in each column"
"0","missing_counts <- colSums(is.na(new_df))"
"0",""
"0","# Print the number of missing values in each column"
"0","print(missing_counts)"
"1","        Date "
"1","        Open "
"1","        High "
"1","         Low "
"1","       Close "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
"1","    Adjusted "
"1","      Volume "
"1","         rsi "
"1","       fastK "
"1","       fastD "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
"1","       slowD "
"1","         ADX "
"1","     Close.1 "
"1","         obv "
"1","         mfi "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
"1","          ad "
"1","         SMA "
"1","        macd "
"1","      signal "
"1","         EPU "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
"1","         EMU "
"1","   Tenyrbond "
"1"," ThreemTbill "
"1","         OVX "
"1","         VIX "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
"1","Fiveyrinfexp "
"1","be_inflation "
"1","     EMV_IDT "
"1","
"
"1","           1 "
"1","           1 "
"1","           1 "
"1","
"
